state,county,stname,ctyname,total,nonhisp_white,nonhisp_black,nonhisp_NA_alaska,nonhisp_hawai_pacific,nonhisp_asian,hisp_white,hisp_black
18,105,Indiana,Monroe County,148431,123137,5253,338,82,10732,4440,266
18,107,Indiana,Montgomery County,38338,35125,384,111,11,332,1722,53
18,109,Indiana,Morgan County,70489,67443,364,191,28,489,1034,19
18,111,Indiana,Newton County,13984,12637,116,46,11,93,848,24
18,113,Indiana,Noble County,47744,41365,460,108,9,250,4718,97
18,115,Indiana,Ohio County,5875,5643,34,15,1,21,91,4
18,117,Indiana,Orange County,19646,18574,317,66,4,83,312,8
18,119,Indiana,Owen County,20799,19950,108,79,1,124,259,3
18,121,Indiana,Parke County,16937,15948,441,72,4,31,262,12
18,123,Indiana,Perry County,19169,17979,571,50,10,99,237,3
18,125,Indiana,Pike County,12389,11903,69,46,5,84,156,19
18,127,Indiana,Porter County,170389,140314,6971,355,38,2556,16228,595
18,129,Indiana,Posey County,25427,24344,252,70,6,159,264,15
18,131,Indiana,Pulaski County,12353,11563,119,51,3,85,364,1
18,133,Indiana,Putnam County,37576,34348,1404,96,14,440,611,39
18,135,Indiana,Randolph County,24665,23107,157,88,17,85,814,26
18,137,Indiana,Ripley County,28324,27050,131,61,3,237,441,6
18,139,Indiana,Rush County,16581,15814,158,54,4,63,232,16
18,141,Indiana,St. Joseph County,271826,195227,36097,822,179,7157,21381,1499
18,143,Indiana,Scott County,23873,22692,104,62,18,204,489,25
18,145,Indiana,Shelby County,44729,41215,576,110,22,356,1711,60
18,147,Indiana,Spencer County,20277,19175,157,60,0,66,524,40
18,149,Indiana,Starke County,22995,21575,93,80,0,53,865,7
18,151,Indiana,Steuben County,34594,32328,258,92,12,227,1149,51
18,153,Indiana,Sullivan County,20669,18939,987,60,2,51,305,26
18,155,Indiana,Switzerland County,10751,10240,136,24,2,38,164,13
18,157,Indiana,Tippecanoe County,195732,146311,11045,404,56,16976,15527,506
18,159,Indiana,Tipton County,15148,14329,88,41,4,84,380,24
18,161,Indiana,Union County,7054,6709,61,14,3,29,112,7
18,163,Indiana,Vanderburgh County,181451,150747,17572,356,353,2537,4286,304
18,165,Indiana,Vermillion County,15498,14932,77,39,6,43,159,7
18,167,Indiana,Vigo County,107038,91151,7790,349,40,2229,2622,141
18,169,Indiana,Wabash County,30996,29171,226,204,6,177,743,38
18,171,Indiana,Warren County,8265,7878,30,24,6,48,172,3
18,173,Indiana,Warrick County,62998,57937,1080,120,25,1671,1053,42
18,175,Indiana,Washington County,28036,27104,141,58,4,82,330,2
18,177,Indiana,Wayne County,65884,57820,3194,154,53,704,1778,122
18,179,Indiana,Wells County,28296,26558,223,71,8,185,857,26
18,181,Indiana,White County,24102,21401,127,75,6,112,1835,90
18,183,Indiana,Whitley County,33964,32375,149,104,9,176,655,18
19,1,Iowa,Adair County,7152,6803,41,17,3,37,163,1
19,3,Iowa,Adams County,3602,3461,17,18,1,24,48,1
19,5,Iowa,Allamakee County,13687,12321,207,31,13,55,833,15
19,7,Iowa,Appanoose County,12426,11759,100,37,2,81,224,17
19,9,Iowa,Audubon County,5496,5270,23,10,1,35,91,8
19,11,Iowa,Benton County,25645,24647,165,61,9,106,339,21
19,13,Iowa,Black Hawk County,131228,105729,12436,256,478,3245,5122,293
19,15,Iowa,Boone County,26234,24735,302,88,6,125,608,9
19,17,Iowa,Bremer County,25062,23786,288,27,4,283,343,14
19,19,Iowa,Buchanan County,21175,20288,107,36,4,129,327,15
19,21,Iowa,Buena Vista County,19620,11379,565,25,331,1917,4842,105
19,23,Iowa,Butler County,14439,13914,44,17,2,129,185,5
19,25,Iowa,Calhoun County,9668,9063,228,43,0,29,187,2
19,27,Iowa,Carroll County,20165,19009,245,36,1,102,502,29
19,29,Iowa,Cass County,12836,12183,52,22,62,57,294,7
19,31,Iowa,Cedar County,18627,17723,113,29,6,103,377,6
19,33,Iowa,Cerro Gordo County,42450,38161,819,107,66,452,1932,59
19,35,Iowa,Cherokee County,11235,10425,127,40,3,70,417,8
19,37,Iowa,Chickasaw County,11933,11368,65,11,3,45,303,27
19,39,Iowa,Clarke County,9395,7627,92,30,19,67,1321,26
19,41,Iowa,Clay County,16016,14885,135,45,0,118,604,13
19,43,Iowa,Clayton County,17549,16815,137,20,15,42,302,13
19,45,Iowa,Clinton County,46429,42225,1370,111,16,317,1315,52
19,47,Iowa,Crawford County,16820,10859,545,49,11,376,4511,58
19,49,Iowa,Dallas County,93453,79022,2342,162,51,4671,5279,134
19,51,Iowa,Davis County,9000,8692,20,19,0,29,138,2
19,53,Iowa,Decatur County,7870,7248,159,32,16,60,220,9
19,55,Iowa,Delaware County,17011,16374,138,29,4,54,248,10
19,57,Iowa,Des Moines County,38967,33794,2349,129,19,379,1098,70
19,59,Iowa,Dickinson County,17258,16425,103,29,7,134,346,2
19,61,Iowa,Dubuque County,97311,87873,3413,183,558,1196,2179,124
19,63,Iowa,Emmet County,9208,7968,107,45,2,58,695,17
19,65,Iowa,Fayette County,19650,18287,296,44,8,227,469,7
19,67,Iowa,Floyd County,15642,14175,433,22,13,232,518,8
19,69,Iowa,Franklin County,10070,8457,67,27,4,54,1202,55
19,71,Iowa,Fremont County,6960,6573,56,19,2,22,185,9
19,73,Iowa,Greene County,8888,8367,41,40,3,54,253,6
19,75,Iowa,Grundy County,12232,11824,67,17,7,42,154,7
19,77,Iowa,Guthrie County,10689,10117,69,41,9,34,283,2
19,79,Iowa,Hamilton County,14773,13089,165,37,0,346,815,36
19,81,Iowa,Hancock County,10630,9832,89,17,8,51,484,18
19,83,Iowa,Hardin County,16846,15435,248,52,7,159,673,12
19,85,Iowa,Harrison County,14049,13470,56,37,1,54,226,3
19,87,Iowa,Henry County,19954,17505,525,60,36,494,929,25
19,89,Iowa,Howard County,9158,8798,57,15,6,32,134,3
19,91,Iowa,Humboldt County,9558,8894,71,16,0,43,369,11
19,93,Iowa,Ida County,6860,6479,34,14,1,44,200,2
19,95,Iowa,Iowa County,16184,15244,114,27,6,84,462,12
19,97,Iowa,Jackson County,19439,18510,121,47,118,88,259,15
19,99,Iowa,Jasper County,37185,34547,822,114,20,239,898,41
19,101,Iowa,Jefferson County,18295,14794,447,46,3,2088,501,25
19,103,Iowa,Johnson County,151140,117837,10999,280,70,9754,7625,369
19,105,Iowa,Jones County,20681,19347,546,64,7,116,411,7
19,107,Iowa,Keokuk County,10246,9834,70,13,0,35,169,3
19,109,Iowa,Kossuth County,14813,13915,148,19,5,87,408,13
19,111,Iowa,Lee County,33657,30489,1014,77,9,207,1081,44
19,113,Iowa,Linn County,226706,193200,13492,440,312,5773,6575,401
19,115,Iowa,Louisa County,11035,8647,99,33,14,362,1665,18
19,117,Iowa,Lucas County,8600,8226,39,22,4,28,165,11
19,119,Iowa,Lyon County,11755,11174,34,25,18,41,268,14
19,121,Iowa,Madison County,16338,15499,87,49,4,144,315,17
19,123,Iowa,Mahaska County,22095,20490,376,68,11,367,444,31
19,125,Iowa,Marion County,33253,31384,269,44,11,473,576,17
19,127,Iowa,Marshall County,39369,27386,761,133,56,1447,8479,137
19,129,Iowa,Mills County,15109,14168,97,73,13,63,468,15
19,131,Iowa,Mitchell County,10586,10204,56,12,5,46,157,5
19,133,Iowa,Monona County,8615,8108,57,123,17,24,173,6
19,135,Iowa,Monroe County,7707,7304,56,16,1,29,188,7
19,137,Iowa,Montgomery County,9917,9249,57,48,8,33,368,5
19,139,Iowa,Muscatine County,42664,32524,1113,119,83,456,7259,185
19,141,Iowa,O'Brien County,13753,12606,158,27,2,105,631,50
19,143,Iowa,Osceola County,5958,5244,48,31,7,54,470,13
19,145,Iowa,Page County,15107,13690,420,88,5,131,476,14
19,147,Iowa,Palo Alto County,8886,8226,173,29,4,80,223,16
19,149,Iowa,Plymouth County,25177,22718,373,109,54,169,1223,19
19,151,Iowa,Pocahontas County,6619,6120,64,16,23,36,223,7
19,153,Iowa,Polk County,490161,377330,34140,785,239,24243,38943,969
19,155,Iowa,Pottawattamie County,93206,81387,1538,400,66,809,6651,135
19,157,Iowa,Poweshiek County,18504,16961,285,60,24,341,489,23
19,159,Iowa,Ringgold County,4894,4650,34,14,2,22,113,0
19,161,Iowa,Sac County,9721,9121,42,18,10,45,333,1
19,163,Iowa,Scott County,172943,137510,13199,376,85,4921,10406,630
19,165,Iowa,Shelby County,11454,10775,91,43,2,62,301,41
19,167,Iowa,Sioux County,34855,30143,180,82,14,278,3601,100
19,169,Iowa,Story County,97117,81139,2824,175,23,7844,2979,185
19,171,Iowa,Tama County,16854,13376,128,1111,10,70,1258,35
19,173,Iowa,Taylor County,6121,5516,24,13,2,26,445,10
19,175,Iowa,Union County,12241,11471,149,40,2,86,328,19
19,177,Iowa,Van Buren County,7044,6744,15,17,1,40,118,1
19,179,Iowa,Wapello County,34969,28323,1243,105,380,522,3457,100
19,181,Iowa,Warren County,51466,48190,456,129,62,362,1429,26
19,183,Iowa,Washington County,21965,19857,227,43,14,146,1301,40
19,185,Iowa,Wayne County,6441,6171,29,11,1,34,94,3
19,187,Iowa,Webster County,35904,31076,1606,132,12,426,1719,82
19,189,Iowa,Winnebago County,10354,9402,147,29,1,98,467,26
19,191,Iowa,Winneshiek County,19991,18962,157,21,3,228,411,13
19,193,Iowa,Woodbury County,103107,73305,4469,1582,446,2920,15374,332
19,195,Iowa,Worth County,7381,6924,60,14,2,42,206,13
19,197,Iowa,Wright County,12562,10546,107,29,6,67,1514,40
20,1,Kansas,Allen County,12369,11071,255,108,4,144,375,15
20,3,Kansas,Anderson County,7858,7398,46,50,1,53,149,3
20,5,Kansas,Atchison County,16073,14176,748,108,9,105,428,29
20,7,Kansas,Barber County,4427,4041,39,49,1,20,174,5
20,9,Kansas,Barton County,25779,20879,358,130,9,68,3595,132
20,11,Kansas,Bourbon County,14534,13031,438,111,6,163,319,33
20,13,Kansas,Brown County,9564,7859,126,763,6,51,271,23
20,15,Kansas,Butler County,66911,58998,1370,557,62,914,2946,116
20,17,Kansas,Chase County,2648,2418,33,17,0,7,120,0
20,19,Kansas,Chautauqua County,3250,2784,30,150,1,6,89,16
20,21,Kansas,Cherokee County,19939,17440,165,831,93,87,412,9
20,23,Kansas,Cheyenne County,2657,2396,9,9,0,34,181,2
20,25,Kansas,Clark County,1994,1667,8,20,2,29,208,1
20,27,Kansas,Clay County,8002,7472,71,40,6,43,183,12
20,29,Kansas,Cloud County,8786,8123,79,44,1,98,228,15
20,31,Kansas,Coffey County,8179,7605,71,72,0,80,189,5
20,33,Kansas,Comanche County,1700,1512,6,7,1,6,117,2
20,35,Kansas,Cowley County,34908,27649,904,606,141,628,3381,88
20,37,Kansas,Crawford County,38818,33393,870,392,125,707,2071,70
20,39,Kansas,Decatur County,2827,2642,30,13,0,6,86,3
20,41,Kansas,Dickinson County,18466,16701,180,118,17,136,749,26
20,43,Kansas,Doniphan County,7600,6857,242,92,0,37,177,8
20,45,Kansas,Douglas County,122259,95541,5355,2665,92,6068,6363,346
20,47,Kansas,Edwards County,2798,2099,24,29,0,5,505,26
20,49,Kansas,Elk County,2530,2263,3,41,1,13,105,1
20,51,Kansas,Ellis County,28553,25452,342,93,14,495,1522,54
20,53,Kansas,Ellsworth County,6102,5222,328,45,0,37,355,1
20,55,Kansas,Finney County,36467,14611,1347,163,14,1425,17618,263
20,57,Kansas,Ford County,33619,13068,768,141,38,446,17936,186
20,59,Kansas,Franklin County,25544,23227,348,173,2,133,890,37
20,61,Kansas,Geary County,31670,17937,5317,293,406,963,4070,419
20,63,Kansas,Gove County,2636,2485,11,3,1,23,75,5
20,65,Kansas,Graham County,2482,2178,91,13,0,39,73,6
20,67,Kansas,Grant County,7150,3501,34,30,0,37,3193,40
20,69,Kansas,Gray County,5988,4877,38,23,0,30,862,75
20,71,Kansas,Greeley County,1232,968,3,6,0,5,231,5
20,73,Kansas,Greenwood County,5982,5454,36,84,0,24,204,2
20,75,Kansas,Hamilton County,2539,1518,14,17,3,6,823,65
20,77,Kansas,Harper County,5436,4874,32,66,2,21,283,5
20,79,Kansas,Harvey County,34429,28375,552,205,13,362,3832,75
20,81,Kansas,Haskell County,3968,2616,11,22,0,28,1162,14
20,83,Kansas,Hodgeman County,1794,1536,24,11,0,73,119,0
20,85,Kansas,Jackson County,13171,10985,94,959,4,64,347,18
20,87,Kansas,Jefferson County,19043,17767,135,169,21,53,479,13
20,89,Kansas,Jewell County,2879,2733,10,16,0,13,70,0
20,91,Kansas,Johnson County,602401,478067,28596,1676,169,32008,43830,1199
20,93,Kansas,Kearny County,3838,2416,28,46,2,16,1181,16
20,95,Kansas,Kingman County,7152,6631,28,62,2,42,243,1
20,97,Kansas,Kiowa County,2475,2193,30,17,2,37,146,4
20,99,Kansas,Labette County,19618,16681,808,374,4,95,711,30
20,101,Kansas,Lane County,1535,1329,15,11,1,5,114,3
20,103,Kansas,Leavenworth County,81758,64369,7140,569,137,1214,4923,462
20,105,Kansas,Lincoln County,2962,2767,16,22,0,12,96,5
20,107,Kansas,Linn County,9703,9026,85,71,7,34,254,2
20,109,Kansas,Logan County,2794,2506,15,13,0,25,174,8
20,111,Kansas,Lyon County,33195,23404,694,216,18,827,6532,151
20,113,Kansas,McPherson County,28542,26043,344,125,20,258,1103,33
20,115,Kansas,Marion County,11884,10935,115,79,8,52,407,12
20,117,Kansas,Marshall County,9707,9152,55,49,3,40,215,3
20,119,Kansas,Meade County,4033,3115,38,34,0,35,727,6
20,121,Kansas,Miami County,34237,31572,444,230,12,192,982,80
20,123,Kansas,Mitchell County,5979,5641,16,26,9,53,140,3
20,125,Kansas,Montgomery County,31829,25048,1600,981,35,308,1861,77
20,127,Kansas,Morris County,5620,5132,29,24,2,40,263,4
20,129,Kansas,Morton County,2587,1851,32,36,1,37,520,11
20,131,Kansas,Nemaha County,10231,9703,69,50,8,34,179,10
20,133,Kansas,Neosho County,16007,14262,191,149,8,99,776,14
20,135,Kansas,Ness County,2750,2398,20,13,0,3,241,8
20,137,Kansas,Norton County,5361,4736,182,17,2,37,274,10
20,139,Kansas,Osage County,15949,14842,102,95,7,66,473,9
20,141,Kansas,Osborne County,3421,3217,17,24,0,41,63,0
20,143,Kansas,Ottawa County,5704,5359,67,32,0,22,130,0
20,145,Kansas,Pawnee County,6414,5399,357,47,2,32,396,10
20,147,Kansas,Phillips County,5234,4906,21,25,0,51,143,2
20,149,Kansas,Pottawatomie County,24383,21943,261,151,29,230,1051,34
20,151,Kansas,Pratt County,9164,8050,141,45,4,86,545,18
20,153,Kansas,Rawlins County,2530,2244,20,9,0,22,168,4
20,155,Kansas,Reno County,61998,52016,1902,375,26,340,5397,204
20,157,Kansas,Republic County,4636,4388,29,14,0,29,90,8
20,159,Kansas,Rice County,9537,7887,137,67,7,117,973,29
20,161,Kansas,Riley County,74232,56723,4807,344,185,3561,5264,367
20,163,Kansas,Rooks County,4920,4631,39,17,4,40,98,1
20,165,Kansas,Rush County,3036,2812,15,24,2,10,112,1
20,167,Kansas,Russell County,6856,6273,88,63,0,41,233,3
20,169,Kansas,Saline County,54224,43172,1745,260,26,1196,5692,221
20,171,Kansas,Scott County,4823,3772,31,34,2,55,815,8
20,173,Kansas,Sedgwick County,516042,348794,45184,4168,358,23001,68522,2643
20,175,Kansas,Seward County,21428,6196,772,66,26,591,12800,209
20,177,Kansas,Shawnee County,176875,130007,13700,1583,185,2624,18917,1296
20,179,Kansas,Sheridan County,2521,2324,15,6,0,9,123,6
20,181,Kansas,Sherman County,5917,4968,51,20,9,24,680,16
20,183,Kansas,Smith County,3583,3376,10,14,4,11,68,0
20,185,Kansas,Stafford County,4156,3450,19,34,1,16,475,10
20,187,Kansas,Stanton County,2006,1145,13,21,0,4,708,7
20,189,Kansas,Stevens County,5485,3250,29,52,0,33,1936,18
20,191,Kansas,Sumner County,22836,20373,267,237,6,136,1101,36
20,193,Kansas,Thomas County,7777,6910,80,34,7,61,498,10
20,195,Kansas,Trego County,2803,2644,19,10,2,14,63,2
20,197,Kansas,Wabaunsee County,6931,6335,44,54,0,20,278,6
20,199,Kansas,Wallace County,1518,1339,8,8,0,1,117,6
20,201,Kansas,Washington County,5406,5046,29,10,3,40,188,1
20,203,Kansas,Wichita County,2119,1407,25,6,1,7,605,12
20,205,Kansas,Wilson County,8525,7801,41,102,7,42,251,4
20,207,Kansas,Woodson County,3138,2893,18,39,0,3,83,2
20,209,Kansas,Wyandotte County,165429,66595,35637,737,369,8688,44470,1776
21,1,Kentucky,Adair County,19202,17864,537,53,5,71,346,17
21,3,Kentucky,Allen County,21315,20160,250,59,1,56,454,17
21,5,Kentucky,Anderson County,22747,21257,467,42,3,157,369,19
21,7,Kentucky,Ballard County,7888,7260,268,21,4,41,94,4
21,9,Kentucky,Barren County,44249,39813,1786,83,24,336,1172,78
21,11,Kentucky,Bath County,12500,11855,166,21,7,51,178,5
21,13,Kentucky,Bell County,26032,24475,623,57,9,92,248,18
21,15,Kentucky,Boone County,133581,116598,4945,171,212,3172,5191,197
21,17,Kentucky,Bourbon County,19788,16832,1116,40,1,90,1204,59
21,19,Kentucky,Boyd County,46718,43472,1285,118,18,267,728,62
21,21,Kentucky,Boyle County,30060,25609,2392,62,9,295,866,67
21,23,Kentucky,Bracken County,8303,7957,52,24,1,5,116,11
21,25,Kentucky,Breathitt County,12630,12165,74,19,16,73,129,6
21,27,Kentucky,Breckinridge County,20477,19185,430,77,4,75,330,13
21,29,Kentucky,Bullitt County,81676,76748,1088,237,45,485,1600,89
21,31,Kentucky,Butler County,12879,12155,82,23,0,30,362,10
21,33,Kentucky,Caldwell County,12747,11579,682,32,6,61,183,9
21,35,Kentucky,Calloway County,39001,35019,1521,85,14,693,912,48
21,37,Kentucky,Campbell County,93584,86298,2720,131,31,945,1657,120
21,39,Kentucky,Carlisle County,4760,4433,65,26,0,13,99,5
21,41,Kentucky,Carroll County,10631,9374,183,34,3,51,653,40
21,43,Kentucky,Carter County,26797,25843,176,64,4,67,337,10
21,45,Kentucky,Casey County,16159,15262,158,47,3,48,410,21
21,47,Kentucky,Christian County,70461,45968,15145,329,167,972,4594,448
21,49,Kentucky,Clark County,36263,32625,1713,73,6,223,963,40
21,51,Kentucky,Clay County,19901,18399,782,42,6,34,354,33
21,53,Kentucky,Clinton County,10218,9700,51,23,7,27,217,10
21,55,Kentucky,Crittenden County,8806,8452,90,31,6,21,90,6
21,57,Kentucky,Cumberland County,6614,6176,191,6,0,11,90,3
21,59,Kentucky,Daviess County,101511,88905,5002,107,78,1880,2890,179
21,61,Kentucky,Edmonson County,12150,11508,230,55,1,47,156,10
21,63,Kentucky,Elliott County,7517,7047,279,14,11,15,56,8
21,65,Kentucky,Estill County,14106,13683,62,36,2,14,150,6
21,67,Kentucky,Fayette County,323152,228471,48647,511,136,13241,20989,1663
21,69,Kentucky,Fleming County,14581,13942,205,16,1,41,182,17
21,71,Kentucky,Floyd County,35589,34455,382,54,0,106,287,12
21,73,Kentucky,Franklin County,50991,41535,5288,122,12,1030,1489,123
21,75,Kentucky,Fulton County,5969,4171,1444,28,1,51,97,16
21,77,Kentucky,Gallatin County,8869,8072,125,19,9,26,393,22
21,79,Kentucky,Garrard County,17666,16611,359,36,1,48,320,16
21,81,Kentucky,Grant County,25069,23639,227,59,37,114,634,27
21,83,Kentucky,Graves County,37266,32067,1492,90,16,166,2377,85
21,85,Kentucky,Grayson County,26427,25313,309,53,5,68,316,11
21,87,Kentucky,Green County,10941,10298,216,42,1,22,173,7
21,89,Kentucky,Greenup County,35098,33717,286,113,1,190,331,22
21,91,Kentucky,Hancock County,8722,8306,125,24,1,28,125,10
21,93,Kentucky,Hardin County,110958,84071,13464,427,303,2392,5240,581
21,95,Kentucky,Harlan County,26010,24714,534,56,16,102,237,11
21,97,Kentucky,Harrison County,18886,17641,363,57,13,61,372,76
21,99,Kentucky,Hart County,19035,17376,856,44,3,87,308,9
21,101,Kentucky,Henderson County,45210,38917,3726,95,50,230,1043,79
21,103,Kentucky,Henry County,16126,14687,451,52,18,55,491,26
21,105,Kentucky,Hickman County,4380,3757,411,11,1,19,82,0
21,107,Kentucky,Hopkins County,44686,39425,2963,98,25,273,785,95
21,109,Kentucky,Jackson County,13329,13040,39,25,1,18,106,4
21,111,Kentucky,Jefferson County,766757,510479,168157,1040,351,23122,40179,3315
21,113,Kentucky,Jessamine County,54115,47796,2441,131,28,681,1797,56
21,115,Kentucky,Johnson County,22188,21519,89,39,5,114,161,5
21,117,Kentucky,Kenton County,166998,147373,7979,191,175,2107,4925,259
21,119,Kentucky,Knott County,14806,14338,139,15,2,22,125,11
21,121,Kentucky,Knox County,31145,29749,402,78,8,104,352,6
21,123,Kentucky,Larue County,14398,13158,428,41,15,48,419,17
21,125,Kentucky,Laurel County,60813,58163,463,173,8,345,825,32
21,127,Kentucky,Lawrence County,15317,14767,63,17,5,43,146,3
21,129,Kentucky,Lee County,7403,6975,206,33,0,16,87,0
21,131,Kentucky,Leslie County,9877,9610,40,17,6,28,66,1
21,133,Kentucky,Letcher County,21553,21002,130,34,0,47,165,1
21,135,Kentucky,Lewis County,13275,12967,55,34,0,8,97,3
21,137,Kentucky,Lincoln County,24549,23138,523,49,2,76,363,20
21,139,Kentucky,Livingston County,9194,8698,53,38,10,32,183,6
21,141,Kentucky,Logan County,27102,23953,1669,58,12,79,619,45
21,143,Kentucky,Lyon County,8210,7369,474,29,1,45,167,4
21,145,Kentucky,McCracken County,65418,54320,7094,171,30,593,1424,126
21,147,Kentucky,McCreary County,17231,15364,958,123,5,66,361,56
21,149,Kentucky,McLean County,9207,8800,80,23,2,26,144,4
21,151,Kentucky,Madison County,92987,83207,4101,243,52,1000,2108,133
21,153,Kentucky,Magoffin County,12161,11845,29,35,0,16,125,1
21,155,Kentucky,Marion County,19273,16905,1325,27,2,153,456,21
21,157,Kentucky,Marshall County,31100,29851,152,68,3,124,527,6
21,159,Kentucky,Martin County,11195,9868,768,43,0,25,365,18
21,161,Kentucky,Mason County,17070,15079,1048,48,6,150,274,25
21,163,Kentucky,Meade County,28572,25423,1057,149,50,218,908,78
21,165,Kentucky,Menifee County,6489,6134,177,12,1,13,59,7
21,167,Kentucky,Mercer County,21933,19900,750,36,19,140,556,53
21,169,Kentucky,Metcalfe County,10071,9542,170,23,0,22,183,7
21,171,Kentucky,Monroe County,10650,9925,229,15,0,30,299,14
21,173,Kentucky,Montgomery County,28157,26133,694,55,8,115,639,64
21,175,Kentucky,Morgan County,13309,12276,635,35,1,91,112,8
21,177,Kentucky,Muhlenberg County,30622,28152,1464,66,4,100,409,32
21,179,Kentucky,Nelson County,46233,41794,2313,77,18,235,873,48
21,181,Kentucky,Nicholas County,7269,6939,61,10,0,15,163,3
21,183,Kentucky,Ohio County,23994,22560,252,45,2,59,669,100
21,185,Kentucky,Oldham County,66799,58946,2773,177,30,1114,2231,136
21,187,Kentucky,Owen County,10901,10331,123,25,1,18,267,3
21,189,Kentucky,Owsley County,4415,4249,22,20,4,3,71,0
21,191,Kentucky,Pendleton County,14590,13967,134,39,5,41,178,17
21,193,Kentucky,Perry County,25758,24446,412,54,12,229,239,12
21,195,Kentucky,Pike County,57876,56024,432,63,14,291,530,11
21,197,Kentucky,Powell County,12359,11783,131,22,5,48,184,6
21,199,Kentucky,Pulaski County,64979,61139,709,182,20,510,1467,86
21,201,Kentucky,Robertson County,2108,2016,22,3,0,2,24,2
21,203,Kentucky,Rockcastle County,16695,16178,72,62,3,20,146,9
21,205,Kentucky,Rowan County,24460,23110,405,39,5,198,363,31
21,207,Kentucky,Russell County,17923,16696,144,41,0,86,631,19
21,209,Kentucky,Scott County,57004,49587,3030,135,20,750,2128,106
21,211,Kentucky,Shelby County,49024,39255,3338,132,35,463,4169,237
21,213,Kentucky,Simpson County,18572,15777,1728,54,17,150,386,50
21,215,Kentucky,Spencer County,19351,18103,335,48,17,66,476,20
21,217,Kentucky,Taylor County,25769,23024,1324,50,16,217,569,31
21,219,Kentucky,Todd County,12294,10544,953,28,4,25,468,37
21,221,Kentucky,Trigg County,14651,12879,1002,44,10,45,301,11
21,223,Kentucky,Trimble County,8471,7933,46,32,6,51,218,23
21,225,Kentucky,Union County,14381,11804,1867,37,8,95,254,25
21,227,Kentucky,Warren County,132896,103135,12621,249,602,5906,6463,329
21,229,Kentucky,Washington County,12095,10631,657,21,5,93,446,12
21,231,Kentucky,Wayne County,20333,18860,325,44,3,79,585,72
21,233,Kentucky,Webster County,12942,11423,496,30,26,46,610,31
21,235,Kentucky,Whitley County,36264,34719,309,99,11,146,440,29
21,237,Kentucky,Wolfe County,7157,6951,24,29,0,9,62,3
21,239,Kentucky,Woodford County,26734,22981,1274,42,9,188,1649,64
22,1,Louisiana,Acadia Parish,62045,47971,11009,208,11,201,1464,134
22,3,Louisiana,Allen Parish,25627,18158,5721,541,5,148,390,88
22,5,Louisiana,Ascension Parish,126604,85493,29829,376,78,1656,6439,505
22,7,Louisiana,Assumption Parish,21891,14316,6405,130,10,75,573,72
22,9,Louisiana,Avoyelles Parish,40144,26066,11832,429,32,207,575,134
22,11,Louisiana,Beauregard Parish,37497,30188,4420,358,35,235,1101,108
22,13,Louisiana,Bienville Parish,13241,7217,5458,47,5,43,201,51
22,15,Louisiana,Bossier Parish,127039,83748,28805,549,123,2217,7417,565
22,17,Louisiana,Caddo Parish,240204,106406,119131,972,119,3025,5328,856
22,19,Louisiana,Calcasieu Parish,203436,135584,51880,997,88,2701,6983,659
22,21,Louisiana,Caldwell Parish,9918,7842,1574,30,0,30,274,21
22,23,Louisiana,Cameron Parish,6973,6227,273,47,1,24,271,3
22,25,Louisiana,Catahoula Parish,9494,6280,2895,52,2,6,136,18
22,27,Louisiana,Claiborne Parish,15670,7020,8074,81,3,66,153,47
22,29,Louisiana,Concordia Parish,19259,10964,7622,81,4,81,266,43
22,31,Louisiana,De Soto Parish,27463,16232,9682,240,14,92,591,104
22,33,Louisiana,East Baton Rouge Parish,440059,193710,205346,910,88,14707,15744,2142
22,35,Louisiana,East Carroll Parish,6861,1885,4672,20,0,35,112,46
22,37,Louisiana,East Feliciana Parish,19135,10324,8082,83,1,55,219,89
22,39,Louisiana,Evangeline Parish,33395,22219,9104,151,4,159,986,314
22,41,Louisiana,Franklin Parish,20015,12997,6356,51,9,69,204,71
22,43,Louisiana,Grant Parish,22389,17165,3390,207,11,114,968,58
22,45,Louisiana,Iberia Parish,69830,40943,22507,303,40,1817,2286,386
22,47,Louisiana,Iberville Parish,32511,15498,15568,94,6,147,649,176
22,49,Louisiana,Jackson Parish,15744,10664,4428,54,2,59,230,29
22,51,Louisiana,Jefferson Parish,432493,224687,116992,1770,100,18093,56136,5498
22,53,Louisiana,Jefferson Davis Parish,31368,24386,5100,212,5,142,691,65
22,55,Louisiana,Lafayette Parish,244390,159353,64672,747,79,4653,9548,974
22,57,Louisiana,Lafourche Parish,97614,74998,12968,2756,32,818,3551,226
22,59,Louisiana,LaSalle Parish,14892,12308,1762,192,2,45,360,34
22,61,Louisiana,Lincoln Parish,46742,25069,18778,172,19,713,1055,249
22,63,Louisiana,Livingston Parish,140789,122156,9756,515,63,934,5027,241
22,65,Louisiana,Madison Parish,10951,3716,6815,28,0,31,177,39
22,67,Louisiana,Morehouse Parish,24874,12199,11831,49,16,107,251,85
22,69,Louisiana,Natchitoches Parish,38158,20135,15639,355,11,236,668,129
22,71,Louisiana,Orleans Parish,390144,120582,230418,887,100,11249,15701,4028
22,73,Louisiana,Ouachita Parish,153279,88678,57331,396,46,1565,2694,433
22,75,Louisiana,Plaquemines Parish,23197,14627,4796,369,18,962,1474,148
22,77,Louisiana,Pointe Coupee Parish,21730,13128,7644,36,1,71,485,71
22,79,Louisiana,Rapides Parish,129648,79127,41106,1006,40,1774,3444,354
22,81,Louisiana,Red River Parish,8442,4738,3325,51,1,19,195,25
