state,county,stname,ctyname,total,nonhisp_white,nonhisp_black,nonhisp_NA_alaska,nonhisp_hawai_pacific,nonhisp_asian,hisp_white,hisp_black
1,1,Alabama,Autauga County,55869,41215,11098,243,40,646,1392,139
1,3,Alabama,Baldwin County,223234,185747,19215,1507,123,2346,9451,378
1,5,Alabama,Barbour County,24686,11235,11807,95,31,116,899,99
1,7,Alabama,Bibb County,22394,16663,4719,91,6,46,528,44
1,9,Alabama,Blount County,57826,50176,872,282,21,163,5236,106
1,11,Alabama,Bullock County,10101,2121,6978,25,5,16,568,119
1,13,Alabama,Butler County,19448,9937,8680,72,7,270,190,67
1,15,Alabama,Calhoun County,113605,81464,23855,472,105,987,3858,358
1,17,Alabama,Chambers County,33254,18331,13231,82,8,356,639,134
1,19,Alabama,Cherokee County,26196,24014,1069,159,1,98,395,4
1,21,Alabama,Chilton County,44428,35481,4412,160,14,195,3196,184
1,23,Alabama,Choctaw County,12589,7091,5234,24,0,22,100,21
1,25,Alabama,Clarke County,23622,12309,10569,112,5,99,209,66
1,27,Alabama,Clay County,13235,10634,1786,66,0,33,381,38
1,29,Alabama,Cleburne County,14910,13839,410,67,1,31,337,14
1,31,Alabama,Coffee County,52342,36338,8930,587,72,830,3331,286
1,33,Alabama,Colbert County,55241,42935,8839,325,32,367,1505,120
1,35,Alabama,Conecuh County,12067,6077,5485,59,2,27,168,75
1,37,Alabama,Coosa County,10663,6945,3253,43,1,16,173,41
1,39,Alabama,Covington County,37049,30774,4581,241,2,175,537,57
1,41,Alabama,Crenshaw County,13772,9677,3250,84,2,152,262,39
1,43,Alabama,Cullman County,83768,76796,1045,461,49,585,3392,111
1,45,Alabama,Dale County,49172,33425,10058,318,68,697,2848,256
1,47,Alabama,Dallas County,37196,10032,26158,87,12,159,227,142
1,49,Alabama,DeKalb County,71513,57103,1057,877,46,258,9200,283
1,51,Alabama,Elmore County,81209,59351,16978,314,67,589,2110,201
1,53,Alabama,Escambia County,36633,22094,11353,1374,21,111,721,97
1,55,Alabama,Etowah County,102268,79207,15876,391,44,791,3294,226
1,57,Alabama,Fayette County,16302,13703,1875,58,0,72,277,26
1,59,Alabama,Franklin County,31362,23893,1184,148,35,81,4864,189
1,61,Alabama,Geneva County,26271,21951,2402,240,11,78,944,43
1,63,Alabama,Greene County,8111,1423,6443,19,0,22,77,39
1,65,Alabama,Hale County,14651,5819,8450,34,1,44,144,50
1,67,Alabama,Henry County,17205,11964,4374,71,3,64,351,80
1,69,Alabama,Houston County,105882,69963,28685,435,61,1095,2909,291
1,71,Alabama,Jackson County,51626,45971,1725,717,29,246,1202,78
1,73,Alabama,Jefferson County,658573,326091,284126,1347,231,11686,23425,2135
1,75,Alabama,Lamar County,13805,11874,1399,29,1,14,209,27
1,77,Alabama,Lauderdale County,92729,78425,9143,341,28,702,2208,146
1,79,Alabama,Lawrence County,32924,25122,3543,1835,6,70,635,39
1,81,Alabama,Lee County,164542,111364,37261,405,83,6782,5047,477
1,83,Alabama,Limestone County,98915,75002,13409,598,82,1619,5119,353
1,85,Alabama,Lowndes County,9726,2442,6980,30,4,35,85,63
1,87,Alabama,Macon County,18068,2974,14396,41,2,102,156,126
1,89,Alabama,Madison County,372909,240537,90968,2561,321,9869,16291,1741
1,91,Alabama,Marengo County,18863,8380,9678,39,8,53,413,60
1,93,Alabama,Marion County,29709,27252,1120,108,9,88,687,27
1,95,Alabama,Marshall County,96774,77249,2490,586,103,620,12565,588
1,97,Alabama,Mobile County,413210,233547,148488,3652,108,8494,10298,1221
1,99,Alabama,Monroe County,20733,11218,8445,266,4,93,259,51
1,101,Alabama,Montgomery County,226486,74059,133283,485,92,7353,6363,1073
1,103,Alabama,Morgan County,119679,89827,15196,946,87,763,9287,469
1,105,Alabama,Perry County,8923,2601,6029,24,6,56,97,34
1,107,Alabama,Pickens County,19930,10682,7885,48,3,60,886,80
1,109,Alabama,Pike County,33114,18478,12406,209,4,601,558,123
1,111,Alabama,Randolph County,22722,17131,4340,92,22,95,588,30
1,113,Alabama,Russell County,57961,26562,25838,276,138,470,2384,526
1,115,Alabama,St. Clair County,89512,76431,8534,280,38,782,1878,116
1,117,Alabama,Shelby County,217702,168091,28607,576,76,4852,11598,390
1,119,Alabama,Sumter County,12427,3098,8824,19,1,238,89,49
1,121,Alabama,Talladega County,79978,49800,26183,254,17,540,1442,228
1,123,Alabama,Tallapoosa County,40367,27733,10756,156,9,222,739,145
1,125,Alabama,Tuscaloosa County,209355,127285,67359,484,78,3304,7156,506
1,127,Alabama,Walker County,63521,56437,3848,273,29,322,1323,86
1,129,Alabama,Washington County,16326,10606,3777,1263,13,184,170,27
1,131,Alabama,Wilcox County,10373,2786,7314,23,1,21,82,57
1,133,Alabama,Winston County,23629,22046,214,143,10,73,616,22
2,13,Alaska,Aleutians East Borough,3337,302,302,657,39,1427,403,38
2,16,Alaska,Aleutians West Census Area,5634,1332,367,619,138,2174,580,31
2,20,Alaska,Anchorage Municipality,288000,164464,15359,23808,7740,28106,19206,1836
2,50,Alaska,Bethel Census Area,18386,1763,174,15117,30,179,129,1
2,60,Alaska,Bristol Bay Borough,836,331,5,272,2,15,17,2
2,68,Alaska,Denali Borough,2097,1667,41,103,1,113,72,2
2,70,Alaska,Dillingham Census Area,4916,721,40,3492,9,43,55,0
2,90,Alaska,Fairbanks North Star Borough,96849,67064,4638,7423,517,3166,6166,510
2,100,Alaska,Haines Borough,2530,1950,14,263,0,21,68,1
2,105,Alaska,Hoonah-Angoon Census Area,2148,1002,47,754,4,21,47,0
2,110,Alaska,Juneau City and Borough,31974,20481,398,3504,378,2155,1461,75
2,122,Alaska,Kenai Peninsula Borough,58708,46980,410,4464,155,1053,1910,64
2,130,Alaska,Ketchikan Gateway Borough,13901,8877,132,1801,41,1120,498,18
2,150,Alaska,Kodiak Island Borough,12998,6383,142,1564,121,2776,760,27
2,158,Alaska,Kusilvak Census Area,8314,281,32,7517,2,35,32,46
2,164,Alaska,Lake and Peninsula Borough,1592,355,20,951,5,49,22,0
2,170,Alaska,Matanuska-Susitna Borough,108317,85160,1303,7018,430,1802,4215,145
2,180,Alaska,Nome Census Area,10004,1487,79,7370,18,139,82,7
2,185,Alaska,North Slope Borough,9832,3043,150,5020,176,525,169,11
2,188,Alaska,Northwest Arctic Borough,7621,812,99,5924,17,76,77,36
2,195,Alaska,Petersburg Borough,3266,2317,53,335,30,120,124,5
2,198,Alaska,Prince of Wales-Hyder Census Area,6203,2788,35,2523,27,77,95,3
2,220,Alaska,Sitka City and Borough,8493,5236,74,1183,35,621,353,8
2,230,Alaska,Skagway Municipality,1183,956,10,53,3,28,65,0
2,240,Alaska,Southeast Fairbanks Census Area,6893,4992,122,781,24,168,343,24
2,261,Alaska,Valdez-Cordova Census Area,9202,6327,75,1215,53,456,315,19
2,275,Alaska,Wrangell City and Borough,2502,1666,15,403,1,78,55,0
2,282,Alaska,Yakutat City and Borough,579,182,12,231,7,35,19,0
2,290,Alaska,Yukon-Koyukuk Census Area,5230,1159,42,3518,9,28,72,9
4,1,Arizona,Apache County,71887,12935,356,52529,32,303,3078,48
4,3,Arizona,Cochise County,125922,68968,4847,1027,388,2558,41497,829
4,5,Arizona,Coconino County,143476,77608,1855,37001,178,2777,16711,325
4,7,Arizona,Gila County,54018,33293,321,9021,52,436,8964,120
4,9,Arizona,Graham County,38837,19803,590,4729,53,237,11912,140
4,11,Arizona,Greenlee County,9498,4320,162,254,7,65,4240,40
4,12,Arizona,La Paz County,21108,11928,185,2445,23,130,4256,69
4,13,Arizona,Maricopa County,4485414,2446089,250899,75340,8910,194895,1267807,35420
4,15,Arizona,Mohave County,212181,162835,2352,4433,375,2379,31766,451
4,17,Arizona,Navajo County,110924,46190,880,48458,158,617,9696,229
4,19,Arizona,Pima County,1047279,536236,35794,25637,1575,31889,352020,8080
4,21,Arizona,Pinal County,462789,259589,21645,20633,1645,7607,122990,3130
4,23,Arizona,Santa Cruz County,46498,6966,203,168,13,265,37434,257
4,25,Arizona,Yavapai County,235099,188477,1713,3282,255,2622,30801,411
4,27,Arizona,Yuma County,213787,64453,3975,2024,249,2484,130580,1671
5,1,Arkansas,Arkansas County,17486,12075,4315,44,5,142,474,72
5,3,Arkansas,Ashley County,19657,13456,4766,69,3,43,865,87
5,5,Arkansas,Baxter County,41932,39544,173,283,25,196,934,23
5,7,Arkansas,Benton County,279141,202658,5068,4047,1838,11290,44327,685
5,9,Arkansas,Boone County,37432,35078,157,277,40,215,846,21
5,11,Arkansas,Bradley County,10763,5928,2905,31,5,28,1478,39
5,13,Arkansas,Calhoun County,5189,3741,1093,20,0,12,179,6
5,15,Arkansas,Carroll County,28380,22245,162,274,328,534,3900,76
5,17,Arkansas,Chicot County,10118,3892,5436,24,3,57,457,89
5,19,Arkansas,Clark County,22320,15247,5413,98,11,145,912,79
5,21,Arkansas,Clay County,14551,13809,120,71,3,33,283,4
5,23,Arkansas,Cleburne County,24919,23545,101,145,7,124,503,16
5,25,Arkansas,Cleveland County,7956,6704,907,34,1,12,160,11
5,27,Arkansas,Columbia County,23457,13967,8231,103,9,205,446,130
5,29,Arkansas,Conway County,20846,16970,2350,142,6,77,706,31
5,31,Arkansas,Craighead County,110332,82589,18267,355,44,1374,5093,242
5,33,Arkansas,Crawford County,63257,52887,960,1436,26,931,4497,139
5,35,Arkansas,Crittenden County,47955,19608,25976,124,14,306,1006,171
5,37,Arkansas,Cross County,16419,11870,3778,59,8,130,277,27
5,39,Arkansas,Dallas County,7009,3731,2829,34,1,17,230,10
5,41,Arkansas,Desha County,11361,5059,5316,43,4,72,548,126
5,43,Arkansas,Drew County,18219,12044,5092,68,3,113,585,28
5,45,Arkansas,Faulkner County,126007,100734,15164,666,69,1520,4594,212
5,47,Arkansas,Franklin County,17715,16220,151,253,36,187,499,13
5,49,Arkansas,Fulton County,12477,11787,85,94,2,41,195,3
5,51,Arkansas,Garland County,99386,81164,8480,625,56,831,5272,219
5,53,Arkansas,Grant County,18265,16853,469,80,1,73,439,22
5,55,Arkansas,Greene County,45325,41989,798,213,173,156,1179,27
5,57,Arkansas,Hempstead County,21532,11605,6428,76,13,106,2551,129
5,59,Arkansas,Hot Spring County,33771,27796,3761,193,17,127,1059,66
5,61,Arkansas,Howard County,13202,8354,2709,124,8,71,1547,74
5,63,Arkansas,Independence County,37825,33300,869,181,30,307,2178,61
5,65,Arkansas,Izard County,13629,12633,293,109,2,60,319,1
5,67,Arkansas,Jackson County,16719,12837,2867,101,36,80,410,37
5,69,Arkansas,Jefferson County,66824,25575,38109,205,71,553,1036,245
5,71,Arkansas,Johnson County,26578,20904,424,240,24,692,3441,159
5,73,Arkansas,Lafayette County,6624,3913,2379,16,1,37,142,25
5,75,Arkansas,Lawrence County,16406,15560,195,98,7,42,270,4
5,77,Arkansas,Lee County,8857,3655,4787,45,2,51,158,30
5,79,Arkansas,Lincoln County,13024,8352,3879,48,1,28,446,32
5,81,Arkansas,Little River County,12259,8903,2407,168,7,57,347,27
5,83,Arkansas,Logan County,21466,19445,290,228,8,485,551,28
5,85,Arkansas,Lonoke County,73309,62900,4554,420,30,638,2919,98
5,87,Arkansas,Madison County,16576,14802,73,227,87,119,802,78
5,89,Arkansas,Marion County,16694,15623,96,143,6,101,328,5
5,91,Arkansas,Miller County,43257,29554,10821,301,22,215,1220,154
5,93,Arkansas,Mississippi County,40651,23612,14355,123,5,180,1511,123
5,95,Arkansas,Monroe County,6701,3638,2665,32,0,54,122,27
5,97,Arkansas,Montgomery County,8986,8124,44,103,3,114,322,28
5,99,Arkansas,Nevada County,8252,5144,2519,25,1,42,339,27
5,101,Arkansas,Newton County,7753,7252,33,90,1,26,132,5
5,103,Arkansas,Ouachita County,23382,12797,9297,97,5,110,424,90
5,105,Arkansas,Perry County,10455,9592,211,85,2,37,289,1
5,107,Arkansas,Phillips County,17782,6121,10969,51,1,75,180,105
5,109,Arkansas,Pike County,10718,9330,356,75,1,59,586,15
5,111,Arkansas,Poinsett County,23528,20291,1910,82,5,77,675,48
5,113,Arkansas,Polk County,19964,17525,104,370,10,183,1199,20
5,115,Arkansas,Pope County,64072,53427,2005,424,26,736,5572,132
5,117,Arkansas,Prairie County,8062,6845,917,35,0,10,129,3
5,119,Arkansas,Pulaski County,391911,202287,147037,1195,68,8755,21709,1308
5,121,Arkansas,Randolph County,17958,16590,205,99,322,56,344,7
5,123,Arkansas,St. Francis County,24994,9959,13044,127,15,152,1037,163
5,125,Arkansas,Saline County,122437,102117,10064,565,46,1598,5549,257
5,127,Arkansas,Scott County,10281,8659,59,216,3,303,711,9
5,129,Arkansas,Searcy County,7881,7301,27,116,2,29,186,13
5,131,Arkansas,Sebastian County,127827,87844,8529,2390,135,5832,16749,415
5,133,Arkansas,Sevier County,17007,9525,630,373,199,83,5402,84
5,135,Arkansas,Sharp County,17442,16186,163,171,12,107,394,15
5,137,Arkansas,Stone County,12506,11821,53,108,4,58,216,3
5,139,Arkansas,Union County,38682,23462,12662,138,16,229,1304,103
5,141,Arkansas,Van Buren County,16545,15412,96,136,3,68,461,6
5,143,Arkansas,Washington County,239187,168488,8204,2691,6578,6069,37947,770
5,145,Arkansas,White County,78753,69094,3546,447,52,643,3111,94
5,147,Arkansas,Woodruff County,6320,4372,1630,27,5,16,100,23
5,149,Arkansas,Yell County,21341,15928,372,145,4,254,4102,84
6,1,California,Alameda County,1671329,512134,169954,4157,13474,529698,311459,14414
6,3,California,Alpine County,1129,692,4,243,0,18,75,0
6,5,California,Amador County,39752,30742,994,606,83,575,4894,72
6,7,California,Butte County,219186,155415,3526,3390,465,10573,32327,632
6,9,California,Calaveras County,45905,36672,420,562,98,719,5080,78
6,11,California,Colusa County,21547,7344,220,293,73,266,12286,62
6,13,California,Contra Costa County,1153526,492393,100798,3126,5379,204045,258890,9266
6,15,California,Del Norte County,27812,17236,917,2059,42,802,4484,63
6,17,California,El Dorado County,192843,148903,1696,1500,328,8974,22033,304
6,19,California,Fresno County,999101,286049,46274,5967,1437,103430,479153,11702
6,21,California,Glenn County,28393,14334,240,451,32,752,10958,137
6,23,California,Humboldt County,135558,100078,1686,7138,359,3671,12752,332
6,25,California,Imperial County,181215,18161,4386,1326,122,2134,145283,1623
6,27,California,Inyo County,18039,10970,184,1916,22,271,3434,35
6,29,California,Kern County,900202,295715,46976,5476,1092,42400,445244,9306
6,31,California,Kings County,152940,47938,9662,1351,311,5787,75709,1755
6,33,California,Lake County,64386,44367,1156,1629,151,756,11681,195
6,35,California,Lassen County,30573,19796,2432,863,245,399,4944,137
6,37,California,Los Angeles County,10039107,2615947,798279,18763,22853,1485197,4482362,100887
6,39,California,Madera County,157327,52197,5016,1712,174,3244,82986,1539
6,41,California,Marin County,258826,184116,6603,544,450,16548,36705,752
6,43,California,Mariposa County,17203,13645,206,465,26,262,1719,21
6,45,California,Mendocino County,86749,55820,708,3440,130,1816,18836,278
6,47,California,Merced County,277680,73546,8191,1157,565,19728,154599,2746
6,49,California,Modoc County,8841,6825,99,259,27,95,973,28
6,51,California,Mono County,14444,9500,105,267,46,361,3519,13
6,53,California,Monterey County,434061,127497,10919,1324,1960,24789,232058,4051
6,55,California,Napa County,137744,71291,2859,547,372,11698,43908,529
6,57,California,Nevada County,99755,84530,526,817,181,1349,8521,105
6,59,California,Orange County,3175692,1265002,52738,6216,9106,674423,993703,15303
6,61,California,Placer County,398329,284920,6793,2239,834,31567,49368,959
6,63,California,Plumas County,18807,15627,191,407,31,179,1398,11
6,65,California,Riverside County,2470546,841827,153649,11760,7311,161830,1124420,25947
6,67,California,Sacramento County,1552058,679726,151589,7792,17940,252671,294238,16992
6,69,California,San Benito County,62808,20593,622,247,121,1945,34276,411
6,71,California,San Bernardino County,2180085,595018,176769,8262,6584,159918,1073958,27685
6,73,California,San Diego County,3338330,1500865,157113,14345,14207,398913,1016523,27405
6,75,California,San Francisco County,881549,354369,44339,1690,3418,311974,110917,4676
6,77,California,San Joaquin County,762148,232123,54281,3317,4641,120898,271427,8966
6,79,California,San Luis Obispo County,283111,193943,4903,1402,375,10259,57479,823
6,81,California,San Mateo County,766573,296547,17442,1067,10167,228628,159503,3777
6,83,California,Santa Barbara County,446499,195557,8047,1879,761,24104,185621,2850
6,85,California,Santa Clara County,1927852,589546,45598,3770,6594,739819,419731,9032
6,87,California,Santa Cruz County,273213,155094,2718,1023,336,12950,82585,1306
6,89,California,Shasta County,180080,142556,1959,4139,296,5425,15212,284
6,91,California,Sierra County,3005,2467,12,54,3,17,316,9
6,93,California,Siskiyou County,43539,32736,612,1702,95,659,4644,54
6,95,California,Solano County,447643,166389,61264,1940,3804,68450,100401,4859
6,97,California,Sonoma County,494336,311002,8021,3494,1612,21090,117840,2223
6,99,California,Stanislaus County,550660,222343,14861,2772,3932,30042,236155,4500
6,101,California,Sutter County,96971,43573,2108,889,307,15849,26922,555
6,103,California,Tehama County,65084,43832,521,1226,102,817,14905,175
6,105,California,Trinity County,12285,10060,70,502,27,173,627,23
6,107,California,Tulare County,466195,128955,5737,3195,457,15337,282075,4439
6,109,California,Tuolumne County,54478,43425,1007,813,116,714,5783,90
6,111,California,Ventura County,846006,378024,15115,2452,1518,62677,333063,5158
6,113,California,Yolo County,220500,101321,5407,1155,928,32112,61820,1157
6,115,California,Yuba County,78668,42455,2841,1239,329,5241,19209,663
8,1,Colorado,Adams County,517421,253680,16842,3065,667,21625,189848,4002
8,3,Colorado,Alamosa County,16233,7648,168,237,11,165,6561,130
8,5,Colorado,Arapahoe County,656590,389920,69867,2887,1587,41712,112155,5560
8,7,Colorado,Archuleta County,14029,10775,80,216,10,121,2150,21
8,9,Colorado,Baca County,3581,3005,29,54,0,13,346,12
8,11,Colorado,Bent County,5577,3179,391,81,5,72,1591,14
8,13,Colorado,Boulder County,326196,252479,3214,1237,162,15972,41209,731
8,14,Colorado,Broomfield County,70465,53836,898,305,74,4738,8035,158
8,15,Colorado,Chaffee County,20356,17341,352,181,13,167,1769,23
8,17,Colorado,Cheyenne County,1831,1534,14,19,1,41,188,0
8,19,Colorado,Clear Creek County,9700,8517,85,82,3,108,617,13
8,21,Colorado,Conejos County,8205,3749,45,72,6,30,3770,36
8,23,Colorado,Costilla County,3887,1316,33,56,2,51,2101,49
8,25,Colorado,Crowley County,6061,3191,636,96,1,69,1810,13
8,27,Colorado,Custer County,5068,4548,73,43,1,26,244,8
8,29,Colorado,Delta County,31162,25300,209,195,15,234,4246,61
8,31,Colorado,Denver County,727211,399284,64632,3656,1044,28356,189186,6349
8,33,Colorado,Dolores County,2055,1804,8,60,2,6,119,1
8,35,Colorado,Douglas County,351154,285552,5197,1103,261,18570,28716,657
8,37,Colorado,Eagle County,55127,36923,521,202,23,649,15147,316
8,39,Colorado,Elbert County,26729,23448,339,150,38,253,1756,27
8,41,Colorado,El Paso County,720403,494373,43228,4458,2189,21207,106054,6220
8,43,Colorado,Fremont County,47839,37711,1827,662,17,426,5888,66
8,45,Colorado,Garfield County,60061,40497,374,279,56,481,15952,377
8,47,Colorado,Gilpin County,6243,5469,68,53,13,88,370,13
8,49,Colorado,Grand County,15734,13634,140,93,14,130,1338,23
8,51,Colorado,Gunnison County,17462,15155,94,140,4,132,1237,11
8,53,Colorado,Hinsdale County,820,725,12,9,0,5,39,0
8,55,Colorado,Huerfano County,6897,4248,61,78,13,40,1873,36
8,57,Colorado,Jackson County,1392,1175,1,14,1,10,143,0
8,59,Colorado,Jefferson County,582881,453087,7025,3036,501,17239,80373,1500
8,61,Colorado,Kiowa County,1406,1238,6,13,1,8,100,3
8,63,Colorado,Kit Carson County,7097,5498,51,38,6,48,1242,11
8,65,Colorado,Lake County,8127,4959,53,70,4,57,2619,25
8,67,Colorado,La Plata County,56221,44042,315,3225,45,359,5523,72
8,69,Colorado,Larimer County,356899,293115,3667,1606,246,8128,37221,653
8,71,Colorado,Las Animas County,14506,7839,259,194,8,163,5221,62
8,73,Colorado,Lincoln County,5701,4387,298,46,5,45,749,17
8,75,Colorado,Logan County,22409,16934,943,224,19,183,3471,73
8,77,Colorado,Mesa County,154210,124994,1087,1038,172,1431,19867,375
8,79,Colorado,Mineral County,769,701,2,6,0,4,45,0
8,81,Colorado,Moffat County,13283,10583,92,100,11,102,1962,17
8,83,Colorado,Montezuma County,26183,18883,95,3207,17,159,2612,36
8,85,Colorado,Montrose County,42758,32413,201,292,48,289,7928,121
8,87,Colorado,Morgan County,29068,16702,1087,148,45,190,9790,140
8,89,Colorado,Otero County,18278,9801,208,129,13,139,6697,104
8,91,Colorado,Ouray County,4952,4468,4,25,8,39,286,0
8,93,Colorado,Park County,18845,16784,164,143,9,170,1012,4
8,95,Colorado,Phillips County,4265,3298,32,21,4,23,801,16
8,97,Colorado,Pitkin County,17767,15090,175,36,17,332,1712,26
8,99,Colorado,Prowers County,12172,6993,95,90,4,63,4465,26
8,101,Colorado,Pueblo County,168424,87122,3131,1177,141,1448,64446,1243
8,103,Colorado,Rio Blanco County,6324,5322,73,65,8,43,604,5
8,105,Colorado,Rio Grande County,11267,5842,76,145,6,55,4518,44
8,107,Colorado,Routt County,25638,22972,258,85,21,224,1568,13
8,109,Colorado,Saguache County,6824,3965,56,118,5,55,2258,27
8,111,Colorado,San Juan County,728,606,2,7,0,5,83,0
8,113,Colorado,San Miguel County,8179,6967,46,47,4,66,802,30
8,115,Colorado,Sedgwick County,2248,1797,16,15,0,17,307,5
8,117,Colorado,Summit County,31011,25262,349,75,26,434,4091,87
8,119,Colorado,Teller County,25388,22341,215,238,25,252,1477,31
8,121,Colorado,Washington County,4908,4207,58,19,1,10,492,0
8,123,Colorado,Weld County,324492,210572,3902,1813,319,5427,89339,1245
8,125,Colorado,Yuma County,10019,7303,44,39,3,29,2370,18
9,1,Connecticut,Fairfield County,943332,574568,105105,1184,303,54250,164611,16892
9,3,Connecticut,Hartford County,891720,534437,119107,1671,269,52762,132422,22010
9,5,Connecticut,Litchfield County,180333,157694,3173,293,74,3811,10487,1174
9,7,Connecticut,Middlesex County,162436,135377,7929,271,61,5207,8700,1130
9,9,Connecticut,New Haven County,854757,526773,110916,1586,285,36094,133922,18891
9,11,Connecticut,New London County,265206,199236,15170,2105,193,11115,22367,3375
9,13,Connecticut,Tolland County,150721,126298,5205,251,43,7490,7260,747
9,15,Connecticut,Windham County,116782,95740,2229,445,38,1626,11649,1532
10,1,Delaware,Kent County,180786,109170,46964,976,106,4200,9504,2415
10,3,Delaware,New Castle County,558753,314663,140346,1037,148,31898,46349,7290
10,5,Delaware,Sussex County,234225,176516,27348,990,97,3076,17873,1181
11,1,District of Columbia,District of Columbia,705749,264400,313290,1413,339,30541,60181,11194
12,1,Florida,Alachua County,269043,163036,53858,687,146,16261,24922,1647
12,3,Florida,Baker County,29210,23471,4102,121,5,185,689,54
12,5,Florida,Bay County,174705,133860,18943,1074,200,3954,9817,718
12,7,Florida,Bradford County,28201,20368,5687,117,8,170,1084,114
12,9,Florida,Brevard County,601942,444290,60402,1909,438,15151,56299,4667
12,11,Florida,Broward County,1952778,680536,555237,3737,1218,72644,551047,34840
12,13,Florida,Calhoun County,14105,10975,1731,158,8,112,692,28
12,15,Florida,Charlotte County,188910,158292,10163,515,91,2612,12847,936
12,17,Florida,Citrus County,149657,130922,4294,526,44,2437,8137,459
12,19,Florida,Clay County,219252,157209,25430,856,244,6538,18862,2241
12,21,Florida,Collier County,384902,239424,25487,735,116,5671,104449,2669
12,23,Florida,Columbia County,71686,51484,13068,323,50,696,4209,322
12,27,Florida,DeSoto County,38001,20593,4560,107,5,170,11390,266
12,29,Florida,Dixie County,16826,14072,1596,95,3,66,624,46
12,31,Florida,Duval County,957755,498343,283907,2966,792,46542,82082,11030
12,33,Florida,Escambia County,318316,203840,72465,2398,538,10301,15355,1602
12,35,Florida,Flagler County,115081,85668,11600,323,72,2765,10848,893
12,37,Florida,Franklin County,12125,9523,1580,60,3,42,579,28
12,39,Florida,Gadsden County,45660,14840,25024,109,11,261,4308,316
12,41,Florida,Gilchrist County,18582,15971,1020,85,6,98,985,33
12,43,Florida,Glades County,13811,8220,1777,555,14,77,2667,111
12,45,Florida,Gulf County,13639,11252,1524,82,2,69,351,19
12,47,Florida,Hamilton County,14428,7895,4681,99,0,97,1159,108
12,49,Florida,Hardee County,26937,12662,1812,99,18,264,11134,224
12,51,Florida,Hendry County,42022,13166,4417,536,24,336,21821,552
12,53,Florida,Hernando County,193920,148291,10142,617,137,2618,25531,1641
12,55,Florida,Highlands County,106221,70203,10165,431,52,1535,20525,1000
12,57,Florida,Hillsborough County,1471968,701596,235544,3274,1027,63405,388989,28751
12,59,Florida,Holmes County,19617,16953,1305,189,30,120,490,19
12,61,Florida,Indian River County,159923,119915,14615,350,56,2487,18801,745
12,63,Florida,Jackson County,46414,30509,12018,339,85,284,1803,188
12,65,Florida,Jefferson County,14246,8601,4700,47,4,100,469,78
12,67,Florida,Lafayette County,8422,6046,1028,26,5,22,1070,41
12,69,Florida,Lake County,367118,252030,38224,1155,399,7885,54069,3900
12,71,Florida,Lee County,770577,510000,62344,1602,294,12870,159132,7635
12,73,Florida,Leon County,293582,164198,92148,731,138,10483,16501,1846
12,75,Florida,Levy County,41503,32891,3684,199,21,325,3224,179
12,77,Florida,Liberty County,8354,5929,1599,79,2,29,485,49
12,79,Florida,Madison County,18493,10097,6911,93,4,87,891,87
12,81,Florida,Manatee County,403253,284753,34377,833,219,8764,61930,2948
12,83,Florida,Marion County,365579,254448,45729,1201,191,6181,45620,3669
12,85,Florida,Martin County,161000,125144,8307,323,88,2289,19857,844
12,86,Florida,Miami-Dade County,2716940,350675,417130,2225,562,40914,1797036,64630
12,87,Florida,Monroe County,74228,48340,4710,247,59,1023,17721,544
12,89,Florida,Nassau County,88625,76751,5092,327,62,829,3495,288
12,91,Florida,Okaloosa County,210738,153895,20556,1175,350,6312,16951,1514
12,93,Florida,Okeechobee County,42168,26375,3556,397,38,379,10285,223
12,95,Florida,Orange County,1393452,548552,282303,2932,1565,76169,399308,34903
12,97,Florida,Osceola County,375751,113104,36400,744,420,10011,184137,16441
12,99,Florida,Palm Beach County,1496770,801351,279405,2399,733,42513,315970,17386
12,101,Florida,Pasco County,553947,402918,31972,1494,347,14923,81821,5245
12,103,Florida,Pinellas County,974996,717761,102032,2257,841,33899,86732,6127
12,105,Florida,Polk County,724777,412649,106234,1982,385,13163,158203,11364
12,107,Florida,Putnam County,74521,53061,11854,324,65,484,6751,392
12,109,Florida,St. Johns County,264672,216843,13834,623,183,8411,17711,875
12,111,Florida,St. Lucie County,328297,183442,66494,656,195,6224,58074,3918
12,113,Florida,Santa Rosa County,184313,151116,11394,1330,280,3797,9076,597
12,115,Florida,Sarasota County,433742,358957,18817,772,146,7741,37836,1726
12,117,Florida,Seminole County,471826,277730,54202,1021,279,22711,92940,7401
12,119,Florida,Sumter County,132420,112624,9151,356,68,1238,6909,546
12,121,Florida,Suwannee County,44417,33460,5439,178,21,259,3956,162
12,123,Florida,Taylor County,21569,15600,4221,191,8,193,799,72
12,125,Florida,Union County,15237,10643,3344,62,4,85,703,99
12,127,Florida,Volusia County,553284,390746,57826,1546,249,10456,72545,5906
12,129,Florida,Wakulla County,33739,26705,4593,222,24,219,1093,98
12,131,Florida,Walton County,74071,62226,3732,496,57,982,4134,166
12,133,Florida,Washington County,25473,19645,3767,298,78,152,777,86
13,1,Georgia,Appling County,18386,12631,3466,44,12,123,1564,129
13,3,Georgia,Atkinson County,8165,4574,1320,38,13,33,1679,98
13,5,Georgia,Bacon County,11164,8192,1756,11,17,58,817,54
13,7,Georgia,Baker County,3038,1454,1308,10,2,30,153,30
13,9,Georgia,Baldwin County,44890,23502,18880,93,33,765,753,181
13,11,Georgia,Banks County,19234,16797,508,51,2,194,1239,41
